window_idx,mse
0,0.16994185494270875
1,0.16268737276935352
2,0.12966203183078495
3,0.33101912388061056
4,0.31908811150831107
5,1.81958583572885
6,2.7071921803598604
7,2.0449935944210145
8,2.9216733056430124
9,2.55643666870148
10,0.6812245899892742
11,0.5190659891275473
12,0.3029184095897779
13,0.22749773773064355
14,1.5274578272600055
15,0.25128738472138945
16,0.26048522728875523
17,0.9589881409212522
18,0.7242410316123852
19,0.22203278841401286
20,1.109914944753787
21,1.9942600810543623
22,0.29212982225013484
23,0.20004084270856165
24,0.3116554955320782
25,0.8339136690933655
26,2.129213257213956
27,2.4257096228727604
28,3.754198436950992
29,4.8608466202622616
30,1.2290043781580269
31,0.6594722796358291
32,0.21791344194042803
33,0.20658014528212182
34,1.3505885513342824
35,0.2612750977919763
36,0.3974152186579256
37,0.6137948367991732
38,0.9579398108850785
39,1.9401393320055345
40,3.4619357977411873
41,1.081717467366773
42,0.5981030259534719
43,0.34136540108827534
44,0.2235272811849999
45,0.20509351948786983
46,0.13008647426105988
47,0.7054401492048084
48,2.0142449989831612
49,0.2296334381450178
50,0.5084424992041505
51,0.420225948880823
52,1.7428365223465931
53,3.534351617563188
54,0.4282172042417099
55,0.3886572966607994
56,0.6817878336082221
57,1.1142174423840303
58,2.459457126515657
59,1.692700806685905
60,1.1873582949761232
61,0.8981334046637053
62,1.1859479489102056
63,2.0558571672956525
64,1.0041804859572805
65,1.6024694292861201
66,2.670994269322199
67,0.7702977996147046
68,1.3511861338929072
69,0.9954406781371434
70,0.7441882717286881
71,0.38577926576135585
72,0.18469311113928427
73,0.7030790499031208
74,0.9504206326842465
75,0.2642525987545867
76,0.3321287661030176
77,0.21703721890791355
78,0.3794575682414817
79,1.3092738250817475
80,1.8658801103102673
81,0.1374830490958009
82,0.3279516587104229
83,0.4676565037246647
84,1.2449716876044752
85,1.6896562460225002
86,0.10951122347091666
87,0.2733201453638625
88,0.5182507276105759
89,1.1275997299814557
90,2.45487817001424
91,3.0075064334556325
92,3.0639016428924624
93,1.5894745321365478
94,0.5143849515549509
95,0.4424489783251132
96,1.9490067750208322
97,0.2608355246789803
98,0.5836066212421127
99,0.41764917811054025
100,0.2646639462394788
101,0.5539717747400327
102,2.804052569254467
103,2.860652723986407
104,1.643897358250829
105,1.730850568927989
106,1.8166029704208821
107,0.7463258314907221
108,0.4810446307644447
109,0.4999121202442288
110,0.26077121366441436
111,0.6905119217279116
112,2.6801557950839854
113,2.214557692507772
114,2.811534150248959
115,1.9827921200532153
116,1.8655202606324006
117,0.7678132124990242
118,1.9912848053514443
119,0.19602702374276107
120,0.3179870951128456
121,0.27901066939814967
122,0.7730996277930278
123,2.1542671132240043
124,0.45157779444575946
125,0.2691489680187957
126,0.36593345466082117
127,0.2451507436934954
128,0.17041234164608027
129,0.6374826069303169
130,1.689359991260815
131,1.0119102791582117
132,0.4788553730653162
133,0.3939858140214876
134,0.8330982887198137
135,1.1681377631871286
136,1.4559819558985863
137,0.17633351980558476
138,0.8065506151219237
139,1.5367753909860964
140,1.942502515244919
141,3.7325037321075043
142,3.950282025693552
143,0.1993741438217164
144,0.2282391817021808
145,0.3249766991650773
146,0.7601959897155297
147,2.081253032825021
148,1.4720956686931288
149,0.33051851905399743
150,0.8410730727435858
151,1.8651452637319688
152,3.0986966753246543
153,0.2572294580516782
154,0.29796417459833996
155,0.19954379192318575
156,0.25103427304520426
157,0.2476602999063158
