window_idx,mse
0,0.1752978193468288
1,0.14027216412142632
2,0.12402504790472785
3,0.3312362504881624
4,0.30223763858200436
5,1.7418489359156613
6,2.7197175392289306
7,2.082157914154389
8,2.9449690722476234
9,2.535201006018233
10,0.6574081522495261
11,0.5024635343263039
12,0.3082987560371088
13,0.2427406239231015
14,1.3605662401155565
15,0.22793159959104597
16,0.2582772417960262
17,0.9787084745852315
18,0.7168237778961577
19,0.21530319868391856
20,1.0858354393805631
21,2.0375990945573355
22,0.2951866596667575
23,0.17263765699813732
24,0.3257902656013702
25,0.8573187873671076
26,2.0904886668591773
27,2.499993423096427
28,3.9613786019308734
29,4.667203365109512
30,1.298209737095478
31,0.666086323047272
32,0.2218998715420633
33,0.19329056173488945
34,1.2664199820889146
35,0.266203952782309
36,0.37410439133089873
37,0.6506807967357027
38,0.9535447606306725
39,1.9489839704425471
40,3.4857353488896052
41,1.06801660679097
42,0.5830112783247623
43,0.35833723765352915
44,0.21747676817806305
45,0.20462313945163815
46,0.14129359390283192
47,0.7116791342107707
48,2.0301387393455212
49,0.21165460818908788
50,0.48910028168549974
51,0.4018657770657611
52,1.6975183576567845
53,3.546099234798418
54,0.39106968041657686
55,0.3806809515834051
56,0.6806190899140538
57,1.131242905565841
58,2.524284519345606
59,1.6144409977387313
60,1.274557506205408
61,0.919820916145178
62,1.1853973161788944
63,2.1628296962854594
64,0.9231406077391664
65,1.6483583519773406
66,2.7290361627551674
67,0.7391899142970064
68,1.3610713355626602
69,1.0176893167260788
70,0.746806369966557
71,0.3749108767944348
72,0.18343005574712287
73,0.6654700583958156
74,0.9816772458492726
75,0.2751781120527717
76,0.3112009550775913
77,0.2285456972154367
78,0.3591059951115326
79,1.2641319592606597
80,1.828854767601535
81,0.13464633677847754
82,0.31953453600880316
83,0.48776425758700354
84,1.2489870180579894
85,1.6477660715842242
86,0.10858407983748271
87,0.2771489494808662
88,0.49093345572579816
89,1.1280017247230814
90,2.3745225817454427
91,2.982240556707771
92,2.9481866489208515
93,1.5890851589300092
94,0.5556800862031817
95,0.45397669025668486
96,1.9783860995370488
97,0.20895742053434402
98,0.5972402390883486
99,0.4375408526968636
100,0.2579051583056152
101,0.5447469142929202
102,2.792600963526968
103,2.88318306564204
104,1.6654009391930216
105,1.752553876796001
106,1.7764414091207552
107,0.750937314282714
108,0.5045897618358905
109,0.5417599124360128
110,0.2611320654673508
111,0.6545885570222116
112,2.620401222352303
113,2.1939874082798054
114,2.8109717492793047
115,1.965789741210732
116,1.9449474401890354
117,0.6859635245618763
118,1.8766008272555157
119,0.20097117856276966
120,0.3126525654072716
121,0.25397407007680073
122,0.7168579476605457
123,1.9982068418543624
124,0.4827536733200277
125,0.2579896544383442
126,0.32464127118424857
127,0.26026627829817606
128,0.17645023066883478
129,0.6262337152391307
130,1.7825674695923848
131,0.9835268661165737
132,0.4930216909475271
133,0.39452339479790166
134,0.8198856294297688
135,1.179899440765541
136,1.44167204625541
137,0.16556971308681998
138,0.7918217947442998
139,1.5187674346044246
140,2.0157317319902432
141,3.6875573163679243
142,4.071598132601375
143,0.20296851454972392
144,0.24114317535680269
145,0.30819009706742945
146,0.7523470147012187
147,2.0333314357167733
148,1.486095434005083
149,0.3061472627220003
150,0.8231674718740238
151,1.9063025311426771
152,3.1584354559713783
153,0.2571342100084467
154,0.29403286427810216
155,0.2195303043277066
156,0.2676025019991113
157,0.23845966484297276
